,ID,Genre,Senior,Enfants,Anciennete,Multi-lignes,Service Internet,Autres Services,Partenaire,Contrat,Facturation electronique,Mode de paiement,charges mensuelles,Charges totales,target
"2662,3109,Femme,0,Oui,43,Non,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,106,""4532,3"",Non"
"2337,2737,Femme,1,Non,60,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""89,45"",""5294,6"",Non"
"548,637,Homme,0,Non,31,Non,Fibre optique,Oui,Non,Bisannuel,Non,Virement bancaire,""99,45"",""3109,9"",Non"
"864,1019,Homme,0,Non,4,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,""40,05"",""162,45"",Non"
"4527,5318,Femme,0,Non,6,Non,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,""49,65"",""267,35"",Oui"
"1392,1638,Homme,0,Non,66,Non,DSL,Non,Non,Annuel,Non,Carte bancaire,""29,45"",""1983,15"",Non"
"4487,5274,Femme,0,Oui,69,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""20,15"",""1337,5"",Non"
"2592,3029,Homme,0,Non,5,Non,DSL,Non,Non,Mensuel,Oui,Cheque papier,""43,25"",219,Oui"
"1983,2329,Femme,1,Non,35,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,""102,05"",""3452,55"",Non"
"5954,7005,Homme,0,Non,38,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""95,1"",""3691,2"",Non"
"2746,3215,Homme,1,Non,51,Oui,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,""79,6"",""3974,7"",Non"
"720,848,Femme,0,Oui,12,Non,DSL,Non,Oui,Annuel,Non,Carte bancaire,""33,15"",""444,75"",Non"
"4279,5026,Homme,0,Oui,6,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""69,8"",""377,85"",Non"
"2865,3358,Femme,0,Oui,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,""59,2"",""59,2"",Oui"
"690,810,Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""69,55"",""69,55"",Oui"
"602,707,Femme,0,Non,65,Non,DSL,Oui,Non,Bisannuel,Oui,Cheque papier,""59,6"",""3739,8"",Non"
"2977,3496,Homme,1,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""75,35"",""75,35"",Oui"
"2638,3080,Femme,0,Non,4,Non,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,""68,65"",""261,25"",Oui"
"4816,5663,Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""70,25"",""70,25"",Oui"
"1870,2196,Femme,0,Non,28,Oui,Non,Oui,Oui,Annuel,Non,Cheque papier,""25,55"",""672,2"",Non"
"4352,5117,Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""70,4"",""70,4"",Oui"
"503,588,Homme,0,Oui,5,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,""20,1"",""85,1"",Non"
"4490,5277,Homme,0,Oui,46,Non,DSL,Oui,Oui,Annuel,Non,Cheque papier,""56,9"",""2560,1"",Non"
"318,375,Homme,0,Non,37,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""96,1"",""3646,8"",Non"
"3370,3954,Femme,1,Non,6,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""74,4"",""434,1"",Oui"
"5138,6045,Femme,0,Oui,12,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""76,6"",893,Non"
274,322,Femme,0,Oui,72,Non,DSL,Non,Oui,Bisannuel,Oui,Cheque electronique,60,4264,Non
"5142,6049,Homme,1,Non,29,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""94,45"",""2653,65"",Oui"
"3693,4334,Homme,0,Non,31,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""90,55"",""2929,75"",Non"
"1361,1606,Homme,0,Non,65,Non,Non,Oui,Non,Bisannuel,Oui,Carte bancaire,""19,55"",""1218,65"",Non"
"3382,3967,Homme,0,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""107,7"",""7919,8"",Non"
"1526,1796,Femme,0,Non,19,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque papier,""89,65"",""1761,05"",Oui"
"4450,5231,Homme,0,Oui,58,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,""94,35"",""5563,65"",Non"
"5219,6133,Femme,0,Non,67,Non,DSL,Non,Non,Mensuel,Oui,Carte bancaire,""53,4"",""3579,15"",Non"
1897,2232,Homme,0,Non,10,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,70,740,Oui
"2834,3322,Femme,0,Non,64,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""25,55"",""1714,95"",Non"
"1941,2284,Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,""71,55"",""71,55"",Oui"
"3849,4517,Homme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,""87,55"",""6463,15"",Non"
"2991,3512,Homme,0,Non,53,Oui,Non,Oui,Non,Bisannuel,Non,Cheque papier,""24,6"",1279,Non"
"3646,4276,Femme,0,Non,1,Oui,Non,Oui,Non,Mensuel,Oui,Cheque papier,""25,75"",""25,75"",Non"
"945,1113,Femme,1,Non,71,Oui,DSL,Oui,Non,Bisannuel,Non,Cheque papier,""89,85"",""6293,45"",Non"
"4704,5534,Femme,1,Non,21,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""95,4"",""2025,1"",Non"
"5767,6787,Femme,0,Non,11,Non,DSL,Oui,Non,Mensuel,Non,Carte bancaire,""48,55"",501,Oui"
"295,349,Femme,0,Non,23,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,""44,95"",""996,85"",Non"
"1840,2164,Homme,1,Non,29,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""98,5"",""3004,15"",Oui"
"3352,3932,Femme,0,Non,25,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque papier,""71,05"",""1837,7"",Non"
"298,352,Homme,0,Oui,17,Non,DSL,Oui,Non,Annuel,Non,Cheque papier,""44,6"",""681,4"",Non"
"68,75,Femme,0,Oui,3,Non,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,""64,5"",""177,4"",Non"
"4871,5731,Homme,0,Non,67,Non,Non,Oui,Non,Bisannuel,Oui,Cheque papier,""19,8"",""1311,3"",Non"
"736,872,Homme,0,Oui,57,Non,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,""97,55"",5598,Non"
"4553,5346,Homme,0,Non,26,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""89,8"",""2335,3"",Oui"
"4461,5244,Homme,0,Non,19,Non,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,""87,7"",""1725,95"",Non"
"4296,5047,Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,""45,15"",""45,15"",Non"
"3622,4246,Homme,0,Oui,63,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""19,7"",""1275,85"",Non"
"1503,1769,Femme,0,Non,63,Non,DSL,Oui,Non,Annuel,Non,Carte bancaire,""58,55"",""3503,5"",Non"
"2227,2609,Homme,0,Oui,7,Non,DSL,Non,Oui,Mensuel,Oui,Cheque electronique,""34,5"",""279,25"",Oui"
"150,174,Femme,0,Non,53,Non,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,""94,85"",""5000,2"",Oui"
"756,894,Femme,0,Non,1,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,""24,6"",""24,6"",Oui"
"5518,6495,Femme,0,Oui,26,Non,DSL,Non,Non,Mensuel,Oui,Cheque papier,""29,8"",""786,5"",Non"
"3479,4080,Femme,0,Non,10,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""78,15"",""765,15"",Non"
"1703,2009,Femme,0,Oui,4,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,""87,1"",""341,45"",Oui"
"5453,6412,Homme,1,Non,2,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""70,1"",""141,65"",Non"
"2094,2457,Homme,0,Oui,47,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""24,55"",""1160,45"",Non"
"169,196,Femme,0,Non,20,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""96,55"",""1901,65"",Non"
"2144,2518,Homme,1,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""69,5"",""69,5"",Oui"
"376,440,Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,""55,05"",""55,05"",Non"
"3651,4282,Homme,0,Non,50,Non,DSL,Non,Non,Mensuel,Oui,Cheque papier,35,""1782,4"",Non"
"859,1014,Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,""49,5"",""49,5"",Non"
"3260,3827,Homme,0,Oui,0,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""25,35"",,Non"
"4001,4703,Homme,1,Non,54,Non,DSL,Non,Non,Annuel,Oui,Cheque electronique,""55,45"",""2966,95"",Non"
"2191,2567,Femme,0,Oui,65,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,""91,55"",""5963,95"",Non"
"378,442,Femme,1,Non,49,Oui,Fibre optique,Oui,Non,Mensuel,Non,Carte bancaire,""101,55"",""5070,4"",Non"
"2705,3168,Femme,0,Non,64,Non,DSL,Oui,Oui,Bisannuel,Oui,Cheque papier,""74,35"",""4759,55"",Non"
"2268,2659,Femme,0,Oui,14,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""18,8"",""255,55"",Non"
"1294,1530,Femme,0,Non,59,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""18,4"",""1057,85"",Non"
"2447,2858,Femme,0,Oui,47,Non,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,""63,8"",""3007,25"",Non"
"1432,1688,Homme,0,Oui,12,Oui,Non,Oui,Oui,Annuel,Non,Cheque papier,""26,4"",""314,95"",Non"
"2689,3148,Femme,0,Non,15,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""101,75"",""1669,4"",Non"
"4180,4911,Femme,0,Non,30,Non,DSL,Oui,Non,Annuel,Non,Virement bancaire,""85,35"",""2530,4"",Oui"
"2925,3431,Homme,0,Oui,53,Non,Fibre optique,Oui,Non,Annuel,Non,Cheque electronique,""95,95"",""5036,9"",Non"
"3833,4498,Homme,1,Non,60,Non,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,""97,95"",5867,Non"
"4623,5430,Femme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,""79,5"",""5661,7"",Non"
"4568,5364,Homme,0,Oui,70,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""25,35"",""1715,15"",Non"
"3520,4131,Femme,0,Non,10,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,""36,25"",374,Non"
"841,989,Homme,0,Oui,27,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""19,15"",""537,35"",Non"
"5013,5895,Homme,0,Non,45,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""100,85"",4740,Oui"
"1189,1405,Femme,0,Non,35,Oui,Non,Oui,Non,Bisannuel,Non,Virement bancaire,""23,3"",""797,1"",Non"
"175,203,Homme,0,Oui,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Cheque electronique,""105,55"",""7405,5"",Non"
"2751,3220,Femme,0,Oui,24,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""24,7"",""571,75"",Non"
"927,1093,Homme,0,Non,70,Non,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,""64,95"",""4523,25"",Non"
"3237,3802,Femme,1,Non,18,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""85,45"",""1505,85"",Oui"
"45,51,Femme,1,Non,43,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""90,25"",""3838,75"",Non"
"1260,1494,Homme,0,Non,11,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""79,5"",""795,65"",Non"
"1096,1296,Femme,0,Oui,70,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,""80,6"",""5460,2"",Non"
"4074,4788,Femme,0,Non,4,Non,DSL,Oui,Oui,Mensuel,Non,Cheque papier,""54,7"",""235,05"",Non"
"5217,6131,Femme,0,Non,58,Non,DSL,Oui,Non,Bisannuel,Oui,Carte bancaire,""64,9"",""3795,45"",Non"
"2913,3414,Femme,0,Oui,29,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""87,8"",""2621,75"",Non"
1187,1403,Femme,0,Oui,18,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,35,553,Oui
"5080,5975,Homme,0,Oui,10,Non,Non,Oui,Oui,Mensuel,Oui,Carte bancaire,""20,05"",""218,5"",Non"
"5752,6772,Homme,0,Oui,31,Non,Non,Oui,Oui,Mensuel,Oui,Cheque electronique,""20,65"",""702,05"",Non"
"1030,1219,Homme,0,Non,24,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""90,55"",""2282,55"",Oui"
"5780,6800,Femme,0,Non,70,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque papier,""111,15"",""7737,55"",Non"
"300,354,Homme,0,Oui,4,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,""84,8"",""371,9"",Oui"
"5751,6771,Femme,0,Oui,4,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,""78,9"",""299,75"",Non"
"1472,1732,Femme,1,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""69,6"",""69,6"",Oui"
"283,333,Homme,0,Non,46,Oui,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,""94,9"",""4422,95"",Non"
"2569,3002,Homme,0,Non,9,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""20,4"",""181,8"",Non"
"3158,3708,Homme,0,Oui,69,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""19,9"",""1356,7"",Non"
"4743,5581,Homme,0,Non,48,Non,Non,Oui,Non,Annuel,Non,Virement bancaire,""19,95"",""1004,5"",Non"
"5234,6149,Femme,0,Non,69,Oui,DSL,Oui,Non,Bisannuel,Oui,Cheque papier,""66,9"",""4577,9"",Non"
"3861,4530,Homme,1,Non,9,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,""49,2"",""447,9"",Non"
"3980,4682,Homme,1,Non,9,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""83,85"",""790,15"",Oui"
"5660,6663,Femme,0,Non,47,Non,DSL,Non,Non,Annuel,Non,Carte bancaire,""39,65"",""1798,65"",Non"
"1831,2153,Femme,0,Non,1,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""50,1"",""50,1"",Non"
"2133,2506,Femme,0,Oui,34,Non,Non,Oui,Oui,Annuel,Oui,Virement bancaire,""20,1"",""682,1"",Non"
"2915,3416,Femme,0,Oui,68,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,83,""5685,8"",Oui"
"2714,3177,Femme,0,Non,51,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""25,5"",""1281,25"",Non"
"4853,5709,Femme,1,Oui,11,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""78,1"",""864,85"",Non"
"2594,3031,Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""79,55"",""79,55"",Oui"
"3781,4436,Homme,0,Non,17,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,""80,5"",""1336,9"",Non"
"4006,4710,Femme,1,Non,56,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""96,85"",""5219,65"",Non"
"3023,3548,Homme,1,Non,70,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,""90,05"",""6333,4"",Non"
"2318,2714,Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,""20,45"",""20,45"",Non"
"4381,5149,Homme,0,Non,65,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,""99,35"",""6347,55"",Non"
"5451,6410,Homme,0,Oui,43,Non,Non,Oui,Oui,Annuel,Oui,Cheque papier,""19,2"",""776,25"",Non"
"257,302,Femme,1,Non,4,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""95,45"",""396,1"",Oui"
"507,593,Homme,0,Oui,63,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,""83,5"",5435,Non"
"2855,3348,Homme,0,Oui,23,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""20,9"",454,Non"
"99,110,Homme,0,Oui,72,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,""19,4"",""1363,25"",Non"
"4526,5317,Homme,0,Oui,49,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,""93,65"",""4520,15"",Non"
"744,882,Homme,1,Non,26,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,""19,3"",""504,2"",Non"
"2099,2462,Femme,0,Non,70,Non,Non,Oui,Non,Annuel,Non,Virement bancaire,""19,7"",""1341,5"",Non"
"5705,6717,Femme,0,Non,3,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""74,1"",228,Oui"
"1375,1621,Femme,0,Oui,2,Non,DSL,Non,Oui,Mensuel,Non,Virement bancaire,""29,05"",""44,75"",Non"
"5858,6893,Femme,0,Oui,48,Non,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,""99,7"",""4977,2"",Non"
"5064,5954,Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,""50,7"",""50,7"",Non"
"3519,4130,Homme,0,Oui,34,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,""84,05"",""2909,95"",Non"
"4174,4903,Femme,0,Non,24,Non,DSL,Oui,Non,Mensuel,Non,Carte bancaire,""56,35"",""1381,2"",Non"
"4214,4951,Femme,0,Non,4,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""91,65"",""365,4"",Oui"
"1157,1370,Femme,0,Non,33,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque papier,""60,9"",""2033,85"",Non"
"4356,5121,Homme,0,Oui,7,Non,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,""49,75"",""331,3"",Oui"
"3165,3715,Homme,0,Oui,69,Non,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,""59,75"",""4069,9"",Non"
"5196,6107,Homme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,""55,1"",""113,35"",Oui"
"1437,1695,Femme,0,Non,1,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,""34,7"",""34,7"",Oui"
"366,430,Femme,0,Non,68,Oui,DSL,Oui,Oui,Annuel,Non,Virement bancaire,""58,25"",""3975,7"",Non"
"1978,2324,Femme,0,Non,29,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""98,6"",""2933,2"",Oui"
"3070,3600,Femme,0,Oui,45,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque papier,""81,3"",""3541,1"",Non"
"402,470,Femme,0,Oui,13,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,""55,95"",""734,35"",Oui"
"5202,6114,Homme,0,Non,21,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,""75,3"",""1570,7"",Non"
"3567,4183,Femme,1,Non,29,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""98,65"",""2862,75"",Oui"
"949,1117,Femme,0,Non,38,Oui,Non,Oui,Non,Annuel,Oui,Cheque electronique,""24,25"",""914,4"",Non"
"5144,6051,Homme,0,Non,61,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,""99,4"",""5943,65"",Non"
"19,22,Homme,0,Non,12,Non,Non,Oui,Oui,Annuel,Non,Virement bancaire,""19,8"",""202,25"",Non"
"229,269,Homme,0,Non,59,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,""19,35"",""1099,6"",Oui"
"4176,4906,Femme,0,Oui,58,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,""19,85"",""1158,85"",Non"
"668,785,Homme,0,Oui,63,Non,DSL,Non,Non,Annuel,Oui,Virement bancaire,""40,6"",""2588,95"",Non"
"218,258,Homme,0,Non,50,Oui,Fibre optique,Oui,Non,Annuel,Non,Carte bancaire,""114,35"",""5791,1"",Non"
"4994,5872,Homme,0,Non,24,Oui,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,""55,65"",""1400,55"",Oui"
"4593,5393,Homme,0,Oui,63,Non,DSL,Non,Oui,Bisannuel,Non,Virement bancaire,""39,35"",""2395,05"",Non"
"2149,2524,Femme,0,Oui,47,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,""20,25"",""873,4"",Non"
"2707,3170,Homme,0,Oui,52,Non,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,""68,75"",""3482,85"",Non"
"4378,5145,Femme,1,Non,3,Non,DSL,Non,Oui,Mensuel,Oui,Cheque electronique,""30,75"",""82,85"",Non"
"585,687,Homme,0,Non,51,Oui,Non,Oui,Non,Annuel,Oui,Virement bancaire,""24,6"",""1266,4"",Non"
"3066,3595,Femme,0,Non,9,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,""40,75"",""359,4"",Non"
"4386,5155,Femme,0,Oui,17,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""104,2"",""1743,5"",Oui"
"1965,2309,Homme,0,Oui,71,Non,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,""104,65"",""7288,4"",Non"
"3885,4562,Femme,0,Oui,8,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,""55,75"",""446,8"",Non"
"3803,4462,Homme,0,Non,29,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""94,2"",""2607,6"",Non"
"5788,6809,Homme,0,Non,39,Non,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,""100,45"",""3801,7"",Non"
"3751,4402,Femme,1,Oui,46,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""110,2"",""4972,1"",Non"
"777,917,Femme,1,Non,23,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""75,4"",""1643,55"",Non"
"2302,2697,Femme,0,Non,68,Non,DSL,Non,Non,Bisannuel,Non,Cheque papier,""38,9"",""2719,2"",Non"
"1018,1200,Femme,0,Non,17,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""78,9"",""1348,95"",Non"
"1606,1893,Homme,1,Non,4,Non,DSL,Non,Non,Mensuel,Oui,Carte bancaire,""50,95"",""207,35"",Non"
"3895,4577,Homme,0,Oui,16,Non,Non,Oui,Oui,Mensuel,Non,Cheque electronique,""19,75"",""313,4"",Non"
"2792,3272,Homme,1,Non,12,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""101,35"",""1218,55"",Oui"
"3406,3995,Femme,1,Non,54,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,""101,5"",""5373,1"",Oui"
"3182,3736,Femme,0,Non,2,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""84,05"",""134,05"",Non"
"1491,1754,Femme,1,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,""96,6"",""6827,5"",Non"
"3545,4160,Femme,1,Non,59,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""89,75"",""5496,9"",Non"
"2292,2686,Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,""100,65"",""7334,05"",Non"
"3907,4591,Femme,1,Non,57,Oui,Fibre optique,Oui,Non,Bisannuel,Non,Carte bancaire,""101,3"",""5779,6"",Non"
"1926,2268,Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""113,65"",""8124,2"",Non"
"4475,5262,Homme,1,Non,54,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,""110,45"",""6077,75"",Non"
"2860,3353,Femme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,""85,45"",""85,45"",Oui"
"1593,1878,Homme,0,Non,72,Oui,DSL,Oui,Non,Bisannuel,Non,Carte bancaire,""88,55"",""6362,35"",Non"
"517,603,Femme,0,Oui,66,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,""74,25"",""4859,25"",Non"
"321,379,Femme,0,Non,61,Oui,DSL,Oui,Non,Bisannuel,Non,Cheque electronique,""89,65"",""5308,7"",Non"
"3612,4234,Femme,0,Non,33,Non,DSL,Non,Oui,Bisannuel,Non,Virement bancaire,""59,55"",""2016,3"",Non"
"2718,3181,Femme,0,Non,3,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20,""63,6"",Non"
"4081,4795,Homme,0,Non,2,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""19,35"",""46,35"",Non"
"3664,4298,Femme,0,Non,45,Oui,DSL,Oui,Non,Bisannuel,Non,Cheque papier,""73,55"",""3349,1"",Non"
"217,257,Femme,0,Oui,61,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Carte bancaire,""115,1"",""7008,15"",Non"
"2641,3084,Homme,0,Oui,60,Oui,Non,Oui,Oui,Annuel,Non,Carte bancaire,""23,95"",""1506,4"",Non"
"4550,5343,Femme,0,Non,37,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""64,75"",""2345,2"",Oui"
"360,424,Homme,0,Oui,44,Oui,Non,Oui,Oui,Annuel,Non,Cheque papier,""25,7"",""1110,5"",Non"
"5230,6145,Homme,1,Non,23,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,90,""2024,1"",Non"
"3315,3890,Homme,0,Non,13,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,""19,3"",""259,65"",Non"
"3592,4212,Homme,1,Non,24,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""102,95"",""2496,7"",Oui"
"2306,2701,Femme,0,Non,35,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,""24,15"",""812,5"",Non"
"1052,1243,Femme,0,Non,21,Non,DSL,Non,Oui,Mensuel,Non,Cheque electronique,""28,5"",""629,35"",Non"
"5415,6370,Homme,1,Non,67,Non,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,""105,05"",""7171,7"",Non"
"759,898,Femme,0,Non,53,Oui,Fibre optique,Oui,Non,Bisannuel,Non,Cheque electronique,""105,55"",""5682,25"",Non"
"4655,5469,Femme,0,Non,7,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""79,7"",""586,05"",Oui"
"2552,2982,Homme,0,Non,67,Non,Non,Oui,Non,Bisannuel,Non,Virement bancaire,""20,5"",""1430,95"",Non"
