Genre,Senior,Enfants,Anciennete,Multi_lignes,Service_Internet,Autres_Services,Partenaire,Contrat,Facturation_electronique,Mode_de_paiement,charges_mensuelles,Charges_totales,target
Homme,1,Non,29,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,98.5,3004.15,Oui
Femme,0,Non,25,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque papier,71.05,1837.7,Non
Homme,0,Oui,17,Non,DSL,Oui,Non,Annuel,Non,Cheque papier,44.6,681.4,Non
Femme,0,Oui,3,Non,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,64.5,177.4,Non
Homme,0,Non,67,Non,Non,Oui,Non,Bisannuel,Oui,Cheque papier,19.8,1311.3,Non
Homme,0,Oui,57,Non,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,97,55.5598,Non
Homme,0,Non,26,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,89.8,2335.3,Oui
Homme,0,Non,19,Non,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,87.7,1725.95,Non
Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,45.15,45.15,Non
Homme,0,Oui,63,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,19.7,1275.85,Non
Femme,0,Non,63,Non,DSL,Oui,Non,Annuel,Non,Carte bancaire,58.55,3503.5,Non
Homme,0,Oui,7,Non,DSL,Non,Oui,Mensuel,Oui,Cheque electronique,34.5,279.25,Oui
Femme,0,Non,53,Non,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,94.85,5000.2,Oui
Femme,0,Non,1,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,24.6,24.6,Oui
Femme,0,Oui,26,Non,DSL,Non,Non,Mensuel,Oui,Cheque papier,29.8,786.5,Non
Femme,0,Non,10,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,78.15,765.15,Non
Femme,0,Oui,4,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,87.1,341.45,Oui
Homme,1,Non,2,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,70.1,141.65,Non
Homme,0,Oui,47,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,24.55,1160.45,Non
Femme,0,Non,20,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,96.55,1901.65,Non
Homme,1,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,69.5,69.5,Oui
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,55.05,55.05,Non
Homme,0,Non,50,Non,DSL,Non,Non,Mensuel,Oui,Cheque papier,35,1782.4,Non
Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,49.5,49.5,Non
Homme,0,Oui,0,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,25,35.,Non
Homme,1,Non,54,Non,DSL,Non,Non,Annuel,Oui,Cheque electronique,55.45,2966.95,Non
Femme,0,Oui,65,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,91.55,5963.95,Non
Femme,1,Non,49,Oui,Fibre optique,Oui,Non,Mensuel,Non,Carte bancaire,101.55,5070.4,Non
Femme,0,Non,64,Non,DSL,Oui,Oui,Bisannuel,Oui,Cheque papier,74.35,4759.55,Non
Femme,0,Oui,14,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,18.8,255.55,Non
Femme,0,Non,59,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,18.4,1057.85,Non
Femme,0,Oui,47,Non,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,63.8,3007.25,Non
Homme,0,Oui,12,Oui,Non,Oui,Oui,Annuel,Non,Cheque papier,26.4,314.95,Non
Femme,0,Non,15,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,101.75,1669.4,Non
Femme,0,Non,30,Non,DSL,Oui,Non,Annuel,Non,Virement bancaire,85.35,2530.4,Oui
Homme,0,Oui,53,Non,Fibre optique,Oui,Non,Annuel,Non,Cheque electronique,95.95,5036.9,Non
Homme,1,Non,60,Non,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,97,95.5867,Non
Femme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,79.5,5661.7,Non
Homme,0,Oui,70,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,25.35,1715.15,Non
Femme,0,Non,10,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,36,25.374,Non
Homme,0,Oui,27,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,19.15,537.35,Non
Homme,0,Non,45,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,100,85.4740,Oui
Femme,0,Non,35,Oui,Non,Oui,Non,Bisannuel,Non,Virement bancaire,23.3,797.1,Non
Homme,0,Oui,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Cheque electronique,105.55,7405.5,Non
Femme,0,Oui,24,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,24.7,571.75,Non
Homme,0,Non,70,Non,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,64.95,4523.25,Non
Femme,1,Non,18,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,85.45,1505.85,Oui
Femme,1,Non,43,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,90.25,3838.75,Non
Homme,0,Non,11,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,79.5,795.65,Non
Femme,0,Oui,70,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,80.6,5460.2,Non
Femme,0,Non,4,Non,DSL,Oui,Oui,Mensuel,Non,Cheque papier,54.7,235.05,Non
Femme,0,Non,58,Non,DSL,Oui,Non,Bisannuel,Oui,Carte bancaire,64.9,3795.45,Non
Femme,0,Oui,29,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,87.8,2621.75,Non
Femme,0,Oui,18,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,35,553,Oui
Homme,0,Oui,10,Non,Non,Oui,Oui,Mensuel,Oui,Carte bancaire,20.05,218.5,Non
Homme,0,Oui,31,Non,Non,Oui,Oui,Mensuel,Oui,Cheque electronique,20.65,702.05,Non
Homme,0,Non,24,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,90.55,2282.55,Oui
Femme,0,Non,70,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque papier,111.15,7737.55,Non
Homme,0,Oui,4,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,84.8,371.9,Oui
Femme,0,Oui,4,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,78.9,299.75,Non
Femme,1,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,69.6,69.6,Oui
Homme,0,Non,46,Oui,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,94.9,4422.95,Non
Homme,0,Non,9,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.4,181.8,Non
Homme,0,Oui,69,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,19.9,1356.7,Non
Homme,0,Non,48,Non,Non,Oui,Non,Annuel,Non,Virement bancaire,19.95,1004.5,Non
Femme,0,Non,69,Oui,DSL,Oui,Non,Bisannuel,Oui,Cheque papier,66.9,4577.9,Non
Homme,1,Non,9,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,49.2,447.9,Non
Homme,1,Non,9,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,83.85,790.15,Oui
Femme,0,Non,47,Non,DSL,Non,Non,Annuel,Non,Carte bancaire,39.65,1798.65,Non
Femme,0,Non,1,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,50.1,50.1,Non
Femme,0,Oui,34,Non,Non,Oui,Oui,Annuel,Oui,Virement bancaire,20.1,682.1,Non
Femme,0,Oui,68,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,83,5685.8,Oui
Femme,0,Non,51,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,25.5,1281.25,Non
Femme,1,Oui,11,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,78.1,864.85,Non
Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,79.55,79.55,Oui
Homme,0,Non,17,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,80.5,1336.9,Non
Femme,1,Non,56,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,96.85,5219.65,Non
Homme,1,Non,70,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,90.05,6333.4,Non
Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,20.45,20.45,Non
Homme,0,Non,65,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,99.35,6347.55,Non
Homme,0,Oui,43,Non,Non,Oui,Oui,Annuel,Oui,Cheque papier,19.2,776.25,Non
Femme,1,Non,4,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,95.45,396.1,Oui
Homme,0,Oui,63,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,83,5.5435,Non
Homme,0,Oui,23,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,20,9.454,Non
Homme,0,Oui,72,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,19.4,1363.25,Non
Homme,0,Oui,49,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,93.65,4520.15,Non
Homme,1,Non,26,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,19.3,504.2,Non
Femme,0,Non,70,Non,Non,Oui,Non,Annuel,Non,Virement bancaire,19.7,1341.5,Non
Femme,0,Non,3,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,74,1.228,Oui
Femme,0,Oui,2,Non,DSL,Non,Oui,Mensuel,Non,Virement bancaire,29.05,44.75,Non
Femme,0,Oui,48,Non,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,99.7,4977.2,Non
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,50.7,50.7,Non
Homme,0,Oui,34,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,84.05,2909.95,Non
Femme,0,Non,24,Non,DSL,Oui,Non,Mensuel,Non,Carte bancaire,56.35,1381.2,Non
Femme,0,Non,4,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,91.65,365.4,Oui
Femme,0,Non,33,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque papier,60.9,2033.85,Non
Homme,0,Oui,7,Non,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,49.75,331.3,Oui
Homme,0,Oui,69,Non,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,59.75,4069.9,Non
Homme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,55.1,113.35,Oui
Femme,0,Non,1,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,34.7,34.7,Oui
Femme,0,Non,68,Oui,DSL,Oui,Oui,Annuel,Non,Virement bancaire,58.25,3975.7,Non
Femme,0,Non,29,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,98.6,2933.2,Oui
Femme,0,Oui,45,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque papier,81.3,3541.1,Non
Femme,0,Oui,13,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,55.95,734.35,Oui
Homme,0,Non,21,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,75.3,1570.7,Non
Femme,1,Non,29,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,98.65,2862.75,Oui
Femme,0,Non,38,Oui,Non,Oui,Non,Annuel,Oui,Cheque electronique,24.25,914.4,Non
Homme,0,Non,61,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,99.4,5943.65,Non
Homme,0,Non,12,Non,Non,Oui,Oui,Annuel,Non,Virement bancaire,19.8,202.25,Non
Homme,0,Non,59,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,19.35,1099.6,Oui
Femme,0,Oui,58,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,19.85,1158.85,Non
Homme,0,Oui,63,Non,DSL,Non,Non,Annuel,Oui,Virement bancaire,40.6,2588.95,Non
Homme,0,Non,50,Oui,Fibre optique,Oui,Non,Annuel,Non,Carte bancaire,114.35,5791.1,Non
Homme,0,Non,24,Oui,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,55.65,1400.55,Oui
Homme,0,Oui,63,Non,DSL,Non,Oui,Bisannuel,Non,Virement bancaire,39.35,2395.05,Non
Femme,0,Oui,47,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,20.25,873.4,Non
Homme,0,Oui,52,Non,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,68.75,3482.85,Non
Femme,1,Non,3,Non,DSL,Non,Oui,Mensuel,Oui,Cheque electronique,30.75,82.85,Non
Homme,0,Non,51,Oui,Non,Oui,Non,Annuel,Oui,Virement bancaire,24.6,1266.4,Non
Femme,0,Non,9,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,40.75,359.4,Non
Femme,0,Oui,17,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,104.2,1743.5,Oui
Homme,0,Oui,71,Non,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,104.65,7288.4,Non
Femme,0,Oui,8,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,55.75,446.8,Non
Homme,0,Non,29,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,94.2,2607.6,Non
Homme,0,Non,39,Non,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,100.45,3801.7,Non
Femme,1,Oui,46,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,110.2,4972.1,Non
Femme,1,Non,23,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,75.4,1643.55,Non
Femme,0,Non,68,Non,DSL,Non,Non,Bisannuel,Non,Cheque papier,38.9,2719.2,Non
Femme,0,Non,17,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,78.9,1348.95,Non
Homme,1,Non,4,Non,DSL,Non,Non,Mensuel,Oui,Carte bancaire,50.95,207.35,Non
Homme,0,Oui,16,Non,Non,Oui,Oui,Mensuel,Non,Cheque electronique,19.75,313.4,Non
Homme,1,Non,12,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,101.35,1218.55,Oui
Femme,1,Non,54,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,101.5,5373.1,Oui
Femme,0,Non,2,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,84.05,134.05,Non
Femme,1,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,96.6,6827.5,Non
Femme,1,Non,59,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,89.75,5496.9,Non
Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,100.65,7334.05,Non
Femme,1,Non,57,Oui,Fibre optique,Oui,Non,Bisannuel,Non,Carte bancaire,101.3,5779.6,Non
Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,113.65,8124.2,Non
Homme,1,Non,54,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,110.45,6077.75,Non
Femme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,85.45,85.45,Oui
Homme,0,Non,72,Oui,DSL,Oui,Non,Bisannuel,Non,Carte bancaire,88.55,6362.35,Non
Femme,0,Oui,66,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,74.25,4859.25,Non
Femme,0,Non,61,Oui,DSL,Oui,Non,Bisannuel,Non,Cheque electronique,89.65,5308.7,Non
Femme,0,Non,33,Non,DSL,Non,Oui,Bisannuel,Non,Virement bancaire,59.55,2016.3,Non
Femme,0,Non,3,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20,63.6,Non
Homme,0,Non,2,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,19.35,46.35,Non
Femme,0,Non,45,Oui,DSL,Oui,Non,Bisannuel,Non,Cheque papier,73.55,3349.1,Non
Femme,0,Oui,61,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Carte bancaire,115.1,7008.15,Non
Homme,0,Oui,60,Oui,Non,Oui,Oui,Annuel,Non,Carte bancaire,23.95,1506.4,Non
Femme,0,Non,37,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,64.75,2345.2,Oui
Homme,0,Oui,44,Oui,Non,Oui,Oui,Annuel,Non,Cheque papier,25.7,1110.5,Non
Homme,1,Non,23,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,90,2024.1,Non
Homme,0,Non,13,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,19.3,259.65,Non
Homme,1,Non,24,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,102.95,2496.7,Oui
Femme,0,Non,35,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,24.15,812.5,Non
Femme,0,Non,21,Non,DSL,Non,Oui,Mensuel,Non,Cheque electronique,28.5,629.35,Non
Homme,1,Non,67,Non,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,105.05,7171.7,Non
Femme,0,Non,53,Oui,Fibre optique,Oui,Non,Bisannuel,Non,Cheque electronique,105.55,5682.25,Non
Femme,0,Non,7,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,79.7,586.05,Oui
Homme,0,Non,67,Non,Non,Oui,Non,Bisannuel,Non,Virement bancaire,20.5,1430.95,Non
Homme,1,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,79.9,260.9,Oui
Femme,0,Non,72,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,25,1849.2,Non
Homme,0,Oui,49,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,84.5,4254.85,Oui
Homme,0,Oui,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,48.95,48.95,Oui
Homme,0,Oui,32,Oui,DSL,Oui,Non,Annuel,Non,Carte bancaire,83.7,2633.3,Non
Femme,0,Non,12,Non,Non,Oui,Non,Annuel,Non,Cheque electronique,20.15,260.7,Non
Femme,1,Non,5,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,84.85,415.55,Oui
Femme,0,Non,16,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,86.25,1340.1,Non
Femme,0,Non,72,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque electronique,24.55,1750.7,Non
Femme,0,Non,13,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,70.15,886.7,Non
Femme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.9,20.9,Oui
Homme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Cheque papier,89.4,6376.55,Non
Homme,0,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,80.2,181.1,Oui
Homme,0,Non,41,Non,Fibre optique,Oui,Non,Bisannuel,Oui,Carte bancaire,99.65,4220.35,Non
Homme,0,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,84.3,235.05,Non
Femme,0,Non,72,Oui,DSL,Oui,Non,Bisannuel,Oui,Virement bancaire,91.35,6697.2,Non
Homme,0,Non,54,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Carte bancaire,108,5760.65,Non
Femme,0,Oui,62,Oui,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,100.15,6413.65,Oui
Femme,0,Non,21,Non,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,79.2,1742.45,Non
Femme,0,Non,28,Oui,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,54.9,1505.15,Non
Homme,0,Non,54,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,79.85,4308.25,Non
Femme,0,Non,66,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,66.9,4370.25,Non
Femme,1,Non,46,Non,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,91.3,4126.35,Non
Femme,0,Oui,24,Oui,Fibre optique,Oui,Oui,Annuel,Non,Virement bancaire,83.15,2033.05,Non
Femme,1,Non,35,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,39.85,1434.6,Non
Homme,0,Non,3,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,50.25,152.3,Non
Homme,0,Non,2,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,76.4,151.8,Oui
Homme,0,Non,8,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,75,632.95,Oui
Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,20.2,20.2,Oui
Femme,0,Oui,57,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,19.5,1167.6,Non
Homme,0,Non,2,Non,Non,Oui,Non,Annuel,Non,Cheque papier,19.95,47.7,Non
Homme,0,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,70.3,220.4,Non
Femme,0,Non,71,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,25.05,1873.7,Non
Homme,0,Non,72,Non,DSL,Non,Non,Bisannuel,Oui,Virement bancaire,65.6,4566.5,Non
Femme,0,Oui,13,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,56,764.55,Non
Homme,0,Non,13,Non,Non,Oui,Non,Annuel,Oui,Cheque papier,19,95.257,Non
Femme,0,Non,64,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Virement bancaire,115.1,7334.05,Non
Homme,0,Non,2,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,49.25,90.35,Oui
Femme,0,Non,26,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,79.3,2015.8,Non
Femme,1,Non,13,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,95,05.1290,Oui
Homme,0,Non,6,Non,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,49.5,312.7,Non
Homme,0,Oui,12,Non,DSL,Non,Oui,Mensuel,Non,Cheque papier,35.5,432.25,Non
Homme,0,Non,38,Oui,DSL,Oui,Oui,Annuel,Non,Carte bancaire,69,2669.45,Non
Femme,1,Oui,66,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,104.9,6891.45,Non
Femme,0,Non,69,Non,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,95.65,6744.2,Non
Homme,0,Oui,19,Non,DSL,Non,Non,Mensuel,Oui,Carte bancaire,25.35,566.1,Non
Homme,0,Non,10,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,98.5,1037.75,Oui
Homme,0,Non,69,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Carte bancaire,110.05,7430.75,Non
Homme,0,Non,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,85.15,6316.2,Non
Homme,0,Non,45,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,103.65,4747.85,Non
Femme,0,Non,12,Oui,DSL,Oui,Non,Annuel,Oui,Cheque papier,75.85,854.45,Non
Femme,0,Oui,37,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,95.15,3532.85,Non
Femme,0,Non,23,Oui,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,75.6,1758.6,Oui
Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,74.3,74.3,Non
Homme,0,Oui,50,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,24.95,1261.45,Non
Femme,0,Non,32,Oui,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,109,55.3608,Non
Homme,1,Non,71,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,24,85.1901,Non
Femme,0,Non,12,Non,DSL,Non,Oui,Mensuel,Oui,Virement bancaire,49.85,617.15,Non
Homme,0,Oui,2,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque papier,56.7,113.55,Oui
Femme,1,Non,26,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,84.95,2169.75,Oui
Femme,0,Non,52,Non,DSL,Non,Non,Bisannuel,Oui,Virement bancaire,58.75,3038.55,Non
Homme,0,Oui,72,Non,DSL,Non,Oui,Bisannuel,Oui,Virement bancaire,65.65,4664.5,Non
Homme,0,Oui,72,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,24.3,1643.25,Non
Femme,0,Oui,9,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,75.85,647.5,Non
Homme,0,Non,34,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,100,05.3480,Oui
Homme,0,Non,44,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,20.05,845.25,Non
Femme,0,Oui,54,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,59.8,3246.45,Non
Homme,0,Non,7,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,19.95,147.5,Non
Femme,0,Non,1,Non,DSL,Non,Oui,Mensuel,Non,Cheque electronique,35,35,Non
Femme,0,Non,19,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,73.2,1441.1,Oui
Homme,1,Non,12,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,43.65,526.95,Oui
Homme,0,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,92,266.8,Non
Homme,0,Non,35,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,96.75,3403.4,Non
Homme,0,Non,46,Non,DSL,Non,Non,Annuel,Oui,Virement bancaire,30.75,1489.3,Non
Homme,0,Non,3,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,19.85,64.55,Oui
Femme,1,Non,72,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Virement bancaire,108.1,7774.05,Non
Homme,0,Non,3,Non,Non,Oui,Non,Mensuel,Oui,Cheque electronique,20.25,61.45,Non
Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,70.85,70.85,Oui
Femme,0,Non,46,Oui,DSL,Oui,Non,Bisannuel,Non,Cheque papier,79.2,3593.8,Non
Homme,0,Non,29,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,34.3,1004.75,Non
Femme,0,Non,15,Oui,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,64.65,994.55,Oui
Homme,0,Oui,19,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,100.95,1875.55,Oui
Homme,0,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,114.45,8100.55,Non
Femme,0,Oui,31,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,81.15,2545.75,Non
Homme,1,Non,15,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,79.4,1156.1,Oui
Homme,0,Oui,47,Non,DSL,Non,Oui,Annuel,Non,Cheque electronique,40.3,1794.8,Non
